,text,actions
1353,he asked me to share details through whtsapp he said he not yet decided on the investment his number is not getting connected and he is not responding to msgs,"['asked', 'share', 'whtsapp', 'said', 'investment', 'connected', 'responding', 'msgs']"
1354,not interested in any investment now if he wants to invest he will call himself does not want to receive any calls lead assigned to ramakrishna katta by anshul lead assigned to amit by anshul ,"['interested', 'investment', 'invest', 'call', 'receive', 'lead']"
1355,he not yet responded to the msg,['responded']
1356,tried again he still not responding to calls and msgs tried again he still not responding to calls and msgs tried again he still not responding to calls and msgs,"['responding', 'calls', 'msgs', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1357,he said he is more intrested in debenture need to finalise today,"['said', 'intrested', 'finalise']"
1358,had a call and he said he share me the details through whtsapp he said once he deicde he will let us know,"['call', 'share', 'whtsapp', 'deicde']"
1359,he said he not yet decided he said he is not intresdd,"['said', 'decided']"
1360,tried reaching him out again but he did not respond to call ,"['tried', 'respond', 'call']"
1361,he said he need more time to think he said he not yet gone throgh the details he is not responding to calls and msgs he said he will leave this opportunity as of now,"['said', 'think', 'gone', 'responding', 'calls', 'msgs', 'leave']"
1362,he said he not yet decided anything he said he will updte if intretsed,"['said', 'decided', 'updte', 'intretsed']"
1363,he said if he is interested he will let me know,['interested']
1364,please tag it as won the investor name is kamineni balaji,"['tag', 'won', 'investor']"
1365,he said me to share the debenture details he said he will get in touch by 24th june he is not responding to calls and msgs,"['said', 'share', 'said', 'touch', 'responding', 'calls', 'msgs']"
1366,still not responding to calls and msgs,"['responding', 'calls', 'msgs']"
1367,he asked me to meet after july 31st to discuss he said he not yet came to hyd he said once he come he will call me back he said he still not came to hyd he said he will update,"['asked', 'meet', 'discuss', 'came', 'hyd', 'come', 'call', 'hyd', 'update']"
1368,not responding to calls and msgs she said she is not intretsed,"['responding', 'calls', 'msgs', 'intretsed']"
1369,still not responded to msgs and calls and number shows off,"['responded', 'msgs', 'calls', 'shows off']"
1370,tried again he still not responding to call explained and shared details through whtsapp he said he not yet decided he said he will let me know once he decides he said he not yet decided he is not responding to calls and msgs,"['tried', 'responding', 'call', 'shared', 'decided', 'decides', 'decided', 'responding', 'calls', 'msgs']"
1371,she asked me to share details through whtsapp she said she is not responding to calls and msgs,"['asked', 'share', 'said', 'responding', 'calls', 'msgs']"
1372,tried again he did not responded to call,"['tried', 'responded', 'call']"
1373,he said he will visit the site by this weekend and try to visit our office by next monday he said he will inform me once he decides on the investment,"['said', 'visit', 'visit', 'inform', 'decides', 'investment']"
1374,tried again he disconnecting the call,"['disconnecting', 'call']"
1375,forwarded number to manoj sir he said he will call back he said he will look in future to invest,"['forwarded', 'said', 'call', 'look', 'invest']"
1376,had a call explained and shared details through whtsapp he said he not yet decided anything not responding to calls and msgs tried again not responding to calls and msgs,"['call', 'shared', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1377,he said he will update once eh decides he said he not yet decided he said he is not intretsed,"['update', 'said', 'decided', 'intretsed']"
1378,not responding to call and msgs tried again he is not responding to calls and msgs tried again he is not responding to calls and msgs,"['responding', 'call', 'msgs', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
1379,he said he is in nagpur he said he will come by next week he said he is not responding to calls and msgs,"['said', 'nagpur', 'come', 'responding', 'calls', 'msgs']"
1380,incoming calls are not in service incoming calls are not in service ,"['calls', 'service', 'calls', 'service']"
1381,he said he is not yet decided anything he is not responding to call so msgd him through whtsapp he said in future he may show interest as of now he is not intretsed he said,"['said', 'decided', 'responding', 'call', 'msgd', 'interest']"
1382,she said she is going through the docs she said she will update she said she will call me once she decides she is not responding to calls and masgs,"['said', 'going through', 'docs', 'said', 'update', 'call', 'decides', 'responding', 'calls', 'masgs']"
1383,he said he didint go through the docs he said he will check and update he said he still didint decided anything he said he will check and update he is not responding to calls and msgs,"['said', 'go through', 'docs', 'said', 'check', 'update', 'decided', 'said', 'check', 'update', 'responding', 'calls', 'msgs']"
1384,had a call explained and shared details through whtsapp he said he will check and update he is not responding to calls and msgs he said he is not looking investments now,"['call', 'shared', 'check', 'update', 'responding', 'calls', 'msgs', 'looking']"
1385,still number not getting connected,['connected']
1386,till now not responded to msg,['responded']
1387,tried again still she is not responding to call tried multiple times msgd her though whtsapp also she is not responding,"['tried', 'responding', 'call', 'tried', 'msgd', 'responding']"
1388,number not in service tried gain number still shows out of service,"['service', 'tried', 'service']"
1389,he asked me to share the details through whtsapp he said he will connect with me once he get free had a call explained him all the details of landing project investment he said he will check and update he said he didint decided anything yet he said he will check and update,"['asked', 'share', 'connect', 'free', 'call', 'check', 'update', 'decided', 'check', 'update']"
1390,number not in service tried again number is switched off,"['service', 'tried', 'switched off']"
1391,he said he is busy so he asked me to call back later he is not responding to calls and msgs,"['busy', 'asked', 'call', 'responding', 'calls', 'msgs']"
1392,out of service,['service']
1393,tried reaching him out but he did not responded to call tried again still he didint responded to call,"['tried', 'responded', 'call', 'tried', 'responded']"
1394,tried again she still not responding to call tried again she still not responding to call ,"['tried', 'responding', 'tried', 'responding', 'call']"
1395,he said he is out of town once he come back he said he will let me know he said he will update once he back to hyd he is not responding to calls and msgs,"['said', 'town', 'come', 'update', 'responding', 'calls', 'msgs']"
